arb_ID,timestamp,asset_in,amount_in,asset_out,amount_out,source_pool,target_pool,delta_X
ARB_00330_5569,2025-01-07 12:38:45.165079,KUJI.KUJI,8.02528284,ETH.ETH,146853.41452644,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,34809.62369199
ARB_00331_7143,2024-12-26 10:22:03.165085,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,0.57530223,MAYA.CACAO,798.61804355,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-26539.88106865
ARB_00332_7813,2025-02-06 22:41:41.165091,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,8.63093029,MAYA.CACAO,249472.94517704,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,122857.54641964
ARB_00333_7773,2024-12-28 02:33:05.165097,MAYA.CACAO,0.30896635,KUJI.KUJI,110.27081399,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,-2738.65912857
ARB_00334_1685,2025-01-17 13:12:56.165103,ETH.ETH,7.792542,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,23063.22483238,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-14836.82753954
ARB_00335_7156,2025-04-07 07:04:03.165109,KUJI.KUJI,2.57642412,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,119220.43288652,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,2917.67385781
ARB_00336_1074,2024-12-26 20:14:33.165116,MAYA.CACAO,1.3676399,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,11919.96442192,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-20343.8585734
ARB_00337_6816,2025-05-15 23:12:51.165124,MAYA.CACAO,7.22298785,ETH.ETH,174202.07297794,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,-107856.364181
ARB_00338_3740,2025-01-30 15:23:23.165131,ETH.ETH,8.51295122,BTC.BTC,89349.69754614,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,-156460.35519544
ARB_00339_7156,2024-12-03 06:15:10.165140,BTC.BTC,7.59337539,KUJI.KUJI,102025.32548004,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,-272972.31787391
ARB_00340_5391,2025-04-16 09:02:13.165147,BTC.BTC,9.41026872,ETH.ETH,166175.01186255,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,-206768.40612741
ARB_00341_1786,2025-01-20 21:11:12.165155,MAYA.CACAO,1.74142436,ETH.ETH,53887.16727227,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,-4012.21883821
ARB_00342_6860,2025-04-22 08:46:37.165163,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,4.6811014,KUJI.KUJI,121401.16348263,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,51862.54612684
ARB_00343_2050,2025-04-27 06:20:05.165171,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,7.79112882,MAYA.CACAO,293182.00225508,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,254101.03389134
ARB_00344_8138,2025-05-05 05:32:04.165179,KUJI.KUJI,5.78579814,ETH.ETH,85384.12097998,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,-27900.25386325
ARB_00345_8796,2025-03-14 05:38:24.165186,BTC.BTC,8.97034857,KUJI.KUJI,256341.85051538,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,134805.12584865
ARB_00346_2431,2025-02-02 13:28:28.165192,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,3.2083334,MAYA.CACAO,5661.3838529,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-26247.55151922
ARB_00347_4514,2025-01-09 23:52:55.165198,KUJI.KUJI,4.62068434,MAYA.CACAO,75958.41890939,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,42292.00876222
ARB_00348_1958,2025-03-07 11:51:52.165204,MAYA.CACAO,7.24394505,KUJI.KUJI,144629.77880897,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,96412.53464732
ARB_00349_3284,2025-02-21 13:25:17.165210,MAYA.CACAO,2.8055869,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,76845.36156419,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,23264.10560025
ARB_00350_9604,2025-01-01 03:41:36.165217,MAYA.CACAO,8.09620963,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,17128.53461663,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-187540.75652168
ARB_00351_8502,2025-01-10 16:26:23.165223,BTC.BTC,2.99222043,ETH.ETH,162421.07440966,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,38055.70846749
ARB_00352_1176,2024-11-23 16:50:10.165229,ETH.ETH,4.83976265,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,93963.3276586,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-62424.73201469
ARB_00353_6474,2024-12-04 09:33:26.165235,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,6.73191221,MAYA.CACAO,65232.7393914,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-264794.73767536
ARB_00354_7571,2025-02-28 17:28:13.165242,MAYA.CACAO,5.88925294,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,212453.63246029,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,198935.26947173
ARB_00355_8953,2024-12-01 06:11:10.165248,MAYA.CACAO,0.9874631,BTC.BTC,20295.26529417,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,-6813.03829336
ARB_00356_7911,2025-01-10 15:55:07.165255,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,3.61258525,BTC.BTC,138529.03782225,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,115295.56478181
ARB_00357_8927,2025-05-04 07:19:34.165261,ETH.ETH,6.30504342,KUJI.KUJI,24866.77570458,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,-57054.00796408
ARB_00358_1094,2025-01-23 18:45:57.165268,ETH.ETH,5.17549786,MAYA.CACAO,93487.67282546,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,73750.73032901
ARB_00359_9214,2025-04-13 11:20:48.165274,KUJI.KUJI,7.74246148,BTC.BTC,177343.64336805,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,-35424.41896813
ARB_00360_3918,2024-12-31 10:47:55.165280,BTC.BTC,2.25494345,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,82043.80120802,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-16049.23889974
ARB_00361_3447,2025-04-25 11:51:25.165286,ETH.ETH,4.76708359,MAYA.CACAO,153233.54108911,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,-673.63339042
ARB_00362_8945,2025-01-07 12:50:18.165292,MAYA.CACAO,6.2015042,ETH.ETH,170406.59509108,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,37498.09851735
ARB_00363_6790,2024-12-11 22:20:00.165298,MAYA.CACAO,5.63254566,ETH.ETH,35444.55078588,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,-173942.59079515
ARB_00364_6506,2024-12-18 18:54:14.165304,KUJI.KUJI,8.75789937,MAYA.CACAO,430510.04016803,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,177171.76602757
ARB_00365_9098,2025-04-30 10:14:54.165310,ETH.ETH,2.06231204,BTC.BTC,10858.7042954,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,-52740.69621474
ARB_00366_5682,2025-02-23 00:13:00.165317,ETH.ETH,5.9450382,MAYA.CACAO,120788.0082451,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,-162486.97632442
ARB_00367_5760,2025-04-21 15:40:55.165323,ETH.ETH,3.78372305,KUJI.KUJI,108761.86696347,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,42610.05006444
ARB_00368_7437,2025-04-27 01:01:30.165329,KUJI.KUJI,3.97454351,ETH.ETH,105179.92970285,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,-70031.70118049
ARB_00369_1263,2025-02-23 03:42:44.165335,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,7.1049102,KUJI.KUJI,169545.35190132,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,31793.35037334
ARB_00370_9350,2025-02-25 08:11:54.165341,ETH.ETH,2.09317217,MAYA.CACAO,57416.38409978,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,13323.00973714
ARB_00371_4531,2025-02-04 21:09:31.165347,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,2.49257467,KUJI.KUJI,14866.07632452,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,-99645.44924941
ARB_00372_4138,2025-05-01 10:51:10.165355,ETH.ETH,8.2573208,MAYA.CACAO,105737.30124426,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,-146779.45219773
ARB_00373_7509,2025-03-03 17:18:41.165361,MAYA.CACAO,0.78796626,BTC.BTC,36947.79294862,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,29457.02726082
ARB_00374_4507,2025-04-04 10:40:26.165366,KUJI.KUJI,4.28321741,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,62435.39386531,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,-123240.38864631
ARB_00375_4997,2024-11-29 12:29:22.165372,BTC.BTC,9.62706299,MAYA.CACAO,261762.45903193,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,-216618.94036967
ARB_00376_5108,2025-01-10 10:07:33.165378,ETH.ETH,9.33484972,MAYA.CACAO,48580.33694465,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,29545.88264006
ARB_00377_5946,2025-02-25 20:20:41.165383,BTC.BTC,0.04773505,KUJI.KUJI,1710.91508959,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,603.68887633
ARB_00378_2205,2024-12-18 16:49:20.165389,MAYA.CACAO,5.25992713,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,244432.55031376,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,69607.91354536
ARB_00379_4486,2024-11-19 11:23:51.165394,KUJI.KUJI,7.17560424,MAYA.CACAO,163534.72614967,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,-179989.58986198
ARB_00380_5330,2025-02-13 04:02:40.165400,MAYA.CACAO,0.04894502,KUJI.KUJI,1515.67308975,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,-505.4122635
ARB_00381_8829,2024-12-07 19:22:03.165406,ETH.ETH,1.92443608,KUJI.KUJI,46535.18942645,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,20509.12284991
ARB_00382_5733,2025-05-16 16:54:37.165411,ETH.ETH,5.19898706,MAYA.CACAO,187214.08922906,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,-54465.12133147
ARB_00383_7810,2025-02-18 03:26:17.165417,ETH.ETH,0.54211696,MAYA.CACAO,2031.8038034,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,-22280.32518975
ARB_00384_4772,2025-02-21 00:25:25.165422,BTC.BTC,6.92303807,KUJI.KUJI,1390.5062031,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,-151402.57163411
ARB_00385_8140,2025-04-22 02:56:00.165428,ETH.ETH,3.29580436,KUJI.KUJI,19344.59099006,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,-108876.25701142
ARB_00386_9260,2025-02-15 23:41:27.165433,ETH.ETH,4.54837277,KUJI.KUJI,135661.79468013,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,-79790.67871936
ARB_00387_6773,2025-03-03 11:18:45.165439,BTC.BTC,1.44135946,KUJI.KUJI,58053.18875988,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,42637.67817543
ARB_00388_2232,2025-01-15 13:21:59.165445,KUJI.KUJI,8.78424506,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,21413.75183936,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,-363147.39277994
ARB_00389_7311,2024-12-28 14:21:09.165450,BTC.BTC,8.11843216,MAYA.CACAO,250652.78145966,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,94597.86826057
ARB_00390_6346,2025-02-17 18:21:42.165456,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,9.64994611,MAYA.CACAO,332304.83250445,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,284184.8023111
ARB_00391_6856,2025-05-15 05:21:23.165463,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,5.2841572,BTC.BTC,128694.38217937,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,64869.71037295
ARB_00392_5918,2024-12-02 09:47:48.165471,BTC.BTC,7.89597751,KUJI.KUJI,368392.7161888,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,201127.98307086
ARB_00393_3116,2025-03-27 19:14:00.165479,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,4.58938576,KUJI.KUJI,54775.08696899,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,49598.59017802
ARB_00394_3280,2025-05-07 19:09:43.165486,MAYA.CACAO,4.29404298,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,49613.62082251,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-71022.11770104
ARB_00395_5916,2024-11-27 08:57:58.165494,MAYA.CACAO,9.16748855,BTC.BTC,169485.22937171,BTC.BTC-MAYA.CACAO,BTC.BTC-MAYA.CACAO,-116518.00421065
ARB_00396_9750,2025-02-25 19:43:31.165502,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,7.67952025,ETH.ETH,200285.31386553,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,61200.35246679
ARB_00397_6099,2025-01-23 18:10:10.165510,MAYA.CACAO,6.08633653,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,156870.46522369,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,48215.03554605
ARB_00398_9518,2025-03-18 03:51:33.165517,KUJI.KUJI,9.42039004,MAYA.CACAO,248263.43255231,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,226686.66398127
ARB_00399_1245,2025-04-01 12:36:37.165524,MAYA.CACAO,0.06181103,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,1973.8939955,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,1210.22820574
ARB_00400_8826,2024-12-23 15:14:59.165530,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,0.14546846,KUJI.KUJI,2658.86784495,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48-KUJI.KUJI,716.71494106
ARB_00401_1243,2025-01-26 08:27:40.165536,KUJI.KUJI,6.60434592,MAYA.CACAO,71189.84228363,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,-35905.63578006
ARB_00402_1240,2025-01-26 23:03:50.165541,KUJI.KUJI,9.92670257,MAYA.CACAO,199528.4795878,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,-186972.50206886
ARB_00403_9676,2025-03-15 09:28:15.165547,KUJI.KUJI,0.35709146,ETH.ETH,5287.16751156,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,1875.68586521
ARB_00404_6843,2025-01-03 19:56:46.165553,KUJI.KUJI,8.49834408,MAYA.CACAO,95837.05634639,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,-305162.84317548
ARB_00405_4995,2025-03-20 16:16:10.165558,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,8.70852741,BTC.BTC,113460.75780851,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-35858.75361198
ARB_00406_8408,2024-12-29 18:41:39.165564,KUJI.KUJI,7.4101302,MAYA.CACAO,243495.01259992,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,-34222.56638141
ARB_00407_3371,2025-04-30 07:28:46.165570,ETH.ETH,7.26353043,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,48971.97935489,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-144755.90303475
ARB_00408_1645,2025-02-04 23:40:10.165576,BTC.BTC,8.51024501,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,344108.37260862,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-1244.60109324
ARB_00409_8372,2025-02-16 19:16:43.165582,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,1.90411617,ETH.ETH,25720.90860431,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,23981.85278977
ARB_00410_4823,2025-03-21 22:02:17.165588,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,2.91874949,ETH.ETH,4778.39155508,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-117286.23267706
ARB_00411_3589,2025-01-01 10:43:00.165594,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,4.30593039,BTC.BTC,85318.24027551,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-36324.5865618
ARB_00412_7813,2025-01-22 22:01:37.165600,ETH.ETH,1.40026718,KUJI.KUJI,30866.8916103,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,28627.64385549
ARB_00413_3336,2025-03-11 18:17:47.165605,MAYA.CACAO,5.15466855,KUJI.KUJI,237800.17465949,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,140632.32476239
ARB_00414_2395,2025-04-03 18:04:33.165611,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,2.19262369,BTC.BTC,100603.95136132,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,BTC.BTC-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,16393.70066609
ARB_00415_9280,2024-12-08 04:58:39.165616,ETH.ETH,5.02172241,KUJI.KUJI,125065.81999823,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,-99318.69014343
ARB_00416_1529,2025-03-16 06:45:59.165622,KUJI.KUJI,0.48644164,ETH.ETH,8579.27193835,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,5853.5471219
ARB_00417_3925,2024-12-07 02:24:25.165627,KUJI.KUJI,1.763294,BTC.BTC,6958.10905196,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,-33585.3034546
ARB_00418_4180,2025-02-08 02:31:24.165633,BTC.BTC,4.3648765,ETH.ETH,107227.04628139,BTC.BTC-ETH.ETH,BTC.BTC-ETH.ETH,58931.92515229
ARB_00419_8411,2025-02-27 10:48:16.165638,MAYA.CACAO,9.76866758,KUJI.KUJI,225966.95118598,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,-278397.3910089
ARB_00420_2081,2025-04-08 05:06:23.165644,BTC.BTC,5.70861864,KUJI.KUJI,133415.90525539,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,-57015.99563608
ARB_00421_7638,2025-04-14 23:04:15.165650,BTC.BTC,0.48186539,KUJI.KUJI,1879.10557701,BTC.BTC-KUJI.KUJI,BTC.BTC-KUJI.KUJI,962.93628756
ARB_00422_2110,2025-04-06 02:07:14.165655,MAYA.CACAO,5.5470475,KUJI.KUJI,256863.572697,MAYA.CACAO-KUJI.KUJI,MAYA.CACAO-KUJI.KUJI,60998.39172049
ARB_00423_9367,2025-01-01 09:17:26.165661,ETH.ETH,7.67566633,MAYA.CACAO,247311.44905354,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,100846.89964952
ARB_00424_1842,2024-12-12 19:38:56.165666,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,5.71170221,MAYA.CACAO,306180.82319808,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,MAYA.CACAO-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,279930.47652869
ARB_00425_9831,2024-11-30 02:40:05.165672,ETH.ETH,8.51346938,KUJI.KUJI,26262.58858262,ETH.ETH-KUJI.KUJI,ETH.ETH-KUJI.KUJI,-249579.53969329
ARB_00426_9536,2025-04-27 23:49:46.165677,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,5.11927196,ETH.ETH,194737.02545466,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,61714.95531325
ARB_00427_7597,2025-03-15 09:49:06.165683,ETH.ETH,0.77540066,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,7584.32552069,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,-20264.7417797
ARB_00428_7399,2025-04-25 03:29:04.165689,MAYA.CACAO,7.73952159,ETH.ETH,57348.70663083,ETH.ETH-MAYA.CACAO,ETH.ETH-MAYA.CACAO,-171672.89751134
ARB_00429_7567,2025-01-18 16:22:59.165694,ETH.ETH,5.96193385,USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,118683.86497923,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,ETH.ETH-USDC.USDC-0XA0B86991C6218B36C1D19D4A2E9EB0CE3606EB48,24122.54366574
